OTU_ID	May_D_A	July_C_C	May_D_D	May_E_C	July_E_C	May_D_C	July_D_A	July_D_D	July_C_A	July_E_B	May_E_B	May_C_C	July_C_B	July_E_A	May_E_A	May_C_A	July_D_C	May_C_B	July_A_C	May_A_C	July_A_A	July_B_D	May_A_B	May_B_G	July_A_B	May_A_A	July_B_F	May_B_F	May_B_D	July_B_G
denovo389	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	6	5	1	2	0	1	1	3	3	0	0	1
denovo1336	4	0	0	0	1	0	5	1	0	2	3	0	0	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo616	0	1	0	0	0	0	0	0	2	0	0	7	4	1	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0
denovo1978	6	0	2	0	3	7	0	0	0	0	3	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo405	0	1	1	0	0	3	2	0	2	1	0	0	3	0	0	4	0	6	0	0	0	0	0	0	0	0	0	2	0	0
denovo655	1	3	0	4	1	0	0	0	0	0	5	0	1	2	3	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0
denovo2117	1	0	6	1	0	2	0	0	0	0	8	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
denovo1877	1	1	0	0	0	4	0	0	2	0	0	3	7	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	1	0
denovo958	0	1	1	0	0	4	0	0	0	0	0	0	0	0	3	0	0	1	3	1	0	3	0	0	0	3	0	3	1	0
denovo1504	0	4	0	2	0	0	4	0	0	0	1	0	0	0	0	1	0	3	2	0	0	1	0	0	0	1	0	4	1	0
denovo1612	1	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	1	3	1	1	0	4	1	0	1	1	2	1
denovo373	3	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2
denovo1208	0	6	0	1	1	0	2	0	4	0	0	0	1	0	1	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0
denovo883	1	0	2	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	4	1	1	0	0	2	1	1	0	3	1	0
denovo1771	4	0	3	3	1	5	0	1	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
denovo1134	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	3	0	12
denovo456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	4	4	0	0	0	0
denovo1767	0	0	0	1	1	1	0	0	0	0	0	0	2	0	2	0	0	1	0	3	0	0	2	1	1	0	1	0	7	1
denovo735	1	6	1	0	0	1	2	0	4	0	0	3	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1292	0	0	4	2	2	0	0	0	0	2	1	2	1	3	1	0	0	0	3	0	0	0	0	1	0	0	0	1	1	0
denovo647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	6	0	2	0	3	1	0	0	0	0
denovo791	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	2	1	2	2	4	6	0	0	1	0	1	0
denovo832	1	0	2	0	6	2	1	0	0	1	0	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2
denovo472	0	1	1	1	3	0	1	1	0	1	2	0	1	0	0	5	2	2	0	0	0	0	0	1	1	0	0	0	0	0
denovo1264	1	0	0	0	3	0	0	0	3	1	0	6	6	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1778	3	1	1	1	0	1	1	0	1	1	1	3	0	2	4	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
denovo701	0	0	0	0	0	1	4	1	0	0	3	0	0	3	2	0	1	0	0	0	0	0	0	4	0	0	0	1	0	3
denovo1313	1	0	0	2	1	0	0	0	1	2	1	0	1	5	4	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0
denovo1300	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	4	6	0	1	0	0	2	0	2	0	0
denovo849	0	3	0	0	2	0	0	0	1	3	1	0	1	0	1	0	1	3	1	1	2	0	1	0	0	0	0	0	2	0
denovo704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	3	0	5	2	0	2	0	0	0	1
denovo1307	0	0	0	3	0	7	0	0	0	1	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	1	0	0	0	0
denovo1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	1	1	1	2	4	2	4
denovo1248	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	6	1	8
denovo466	4	0	5	1	0	5	1	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo375	1	2	0	0	0	1	2	2	1	2	1	0	0	1	3	2	1	3	0	0	0	0	1	0	0	0	0	0	0	0
denovo1894	2	0	3	2	1	3	1	0	0	0	1	0	1	0	1	0	1	1	3	0	3	0	0	0	0	0	0	0	0	0
denovo758	1	0	1	1	2	0	1	0	0	0	1	2	1	0	5	1	2	0	0	1	1	0	0	0	1	0	0	1	1	0
denovo1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	8	0	1	0	0	2	0	0	0	0
denovo1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	6	0	0	0	2	2	0	0	0	0
denovo1384	0	3	0	1	0	0	0	1	0	0	0	3	7	0	0	4	0	3	0	0	0	0	0	1	0	0	0	0	0	0
denovo1942	0	0	0	1	1	0	1	0	0	1	2	4	1	1	1	0	2	1	1	2	1	0	0	2	0	0	0	0	1	0
denovo609	2	0	0	2	1	3	3	0	0	0	2	0	3	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	0	0	2	4	4	2	0	1	0
denovo425	2	4	0	0	0	1	1	0	6	0	0	0	3	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1067	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	1	0	1	0	9
denovo1427	1	0	4	0	0	0	0	0	0	0	0	2	0	1	3	0	1	0	5	3	0	1	0	0	0	0	1	0	1	0
denovo494	0	0	0	6	6	1	0	0	0	1	6	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo702	0	1	0	0	1	3	0	0	1	1	3	0	1	0	0	0	1	7	0	1	0	0	0	0	0	0	1	1	1	0
denovo965	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	2	3	5
denovo603	0	8	0	0	0	0	1	0	0	0	0	5	2	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1256	1	2	0	4	0	2	4	0	1	0	1	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0
denovo1075	1	0	1	0	1	1	0	0	0	0	5	0	0	1	0	0	0	1	0	2	5	0	2	0	0	2	0	0	0	0
denovo1003	0	0	3	0	1	1	0	0	1	1	1	1	0	1	0	2	0	2	1	2	2	2	0	0	0	0	1	0	0	0
denovo637	2	0	1	4	6	0	3	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1205	2	0	0	2	1	0	2	0	3	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0	1	3	0
denovo857	3	1	0	0	0	1	2	0	0	0	0	4	3	0	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1228	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	9	0	0	0	0	0	1	1	0	1	0
denovo635	0	1	0	2	4	0	0	0	0	1	7	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1372	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	6	0	0	1	3	0	3	0	0	0	0
denovo880	2	2	1	0	1	0	0	0	0	1	1	3	0	0	0	3	0	6	0	1	1	0	0	0	0	0	0	0	0	0
denovo1140	2	0	1	0	0	1	1	0	0	0	0	3	0	0	0	0	1	3	3	3	2	2	0	0	0	0	0	0	0	0
denovo1495	0	0	1	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	1	1	3	0	5
denovo1833	0	4	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	2	1	3	1	0	0	1	4	0	1	0	0	0
denovo1586	0	0	0	0	1	0	2	1	3	0	0	4	0	0	1	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0
denovo924	0	0	0	3	10	1	0	1	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1455	1	0	1	4	1	0	0	1	0	0	1	1	5	1	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0
denovo1230	1	2	1	2	1	0	4	0	0	3	5	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo2159	1	0	0	9	2	1	0	0	0	3	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo931	1	1	0	0	0	1	0	0	1	2	0	2	0	0	1	4	0	3	2	1	0	2	0	0	0	0	0	1	0	0
denovo553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	4	0	2	0	2	0	0	0	0	2
denovo672	0	2	0	0	2	0	1	0	0	0	1	0	0	6	1	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo231	1	0	0	9	8	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo695	2	0	0	1	0	3	2	1	0	0	0	2	0	1	0	0	1	0	2	2	1	0	1	0	2	0	1	0	0	0
denovo932	0	4	0	0	2	1	8	0	0	0	0	0	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1001	2	1	1	2	3	3	1	2	0	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1730	1	2	3	0	0	0	1	1	2	0	1	3	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	0	1	0	5	1	1	0	0	0
denovo1941	1	0	2	2	0	2	0	0	0	0	1	0	0	2	0	0	0	0	4	3	1	0	1	0	0	2	0	0	0	0
denovo1600	1	0	1	0	0	1	0	0	0	0	0	2	0	0	12	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	5	7	0	0	0	0
denovo1167	3	0	0	1	3	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	3
denovo1593	1	1	0	2	3	0	2	0	1	1	0	0	7	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1332	0	4	0	0	0	0	0	0	2	1	0	3	2	0	0	3	0	0	2	2	0	0	1	1	0	0	0	0	0	0
denovo1356	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	6	0	0
denovo1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	3	0	0	4	0	0	0	4
denovo1198	0	2	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	4	1	3	3	1	0	0	0	0	0	1	1	0
denovo788	0	0	0	1	0	0	1	0	0	0	0	4	0	0	2	2	0	9	1	0	1	0	0	0	0	0	0	0	0	0
denovo467	0	10	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo1521	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14
denovo1161	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	1	1	1	0	4	3	1	0	0	1	1
denovo866	0	1	2	1	4	0	0	0	0	3	0	0	1	0	2	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0
denovo527	2	2	0	0	0	0	4	0	1	1	2	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0
denovo433	1	0	0	4	3	0	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
denovo1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	0	1	1	1	0	0	4	1	0
denovo1917	2	0	3	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	3	0	0	5
denovo1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	0	2	0	1	7	0	0	0	0
denovo1290	1	1	0	1	2	1	3	0	2	0	2	2	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	16
denovo2061	0	1	1	0	0	0	1	0	0	0	0	6	2	0	0	0	0	3	0	1	2	0	0	0	3	0	0	0	1	0
denovo940	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	2	0	3	3	0	0	0	3	0	1	0	1	0	2
denovo999	2	0	1	0	4	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2
denovo1033	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	10	0	4	0	1	0	3	0	0	0	0	0
denovo823	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	2	0	0	0	0	2	0	0	0	2	0	1
denovo912	4	0	7	1	1	0	1	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1527	0	0	0	0	2	1	3	0	0	1	0	1	0	0	0	2	0	5	1	1	1	0	0	2	0	0	0	0	0	0
denovo1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	1	2	3	4	0	0	0	0
denovo1268	1	1	0	0	0	1	2	0	0	0	0	2	0	0	2	2	0	5	1	1	0	0	0	0	2	0	0	0	0	0
denovo1549	0	4	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	1	2	3	0	0	2	0	1	1	0	0	0	0
denovo1906	2	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	5	1	0	1	1	0	1	0	0	0	0
denovo1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3	2	0	0	1	3	0	1	1	0
denovo628	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	4	0	0	1	4	1	3
denovo696	4	0	2	3	1	4	2	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1385	1	0	1	2	0	1	1	0	1	0	1	1	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1058	4	0	2	1	1	4	3	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
denovo985	0	1	0	4	3	0	0	1	0	0	4	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0
denovo638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	1	2	0	7	0	0	1	1
denovo1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	9	2	0	6
denovo1006	0	0	1	2	4	0	3	1	2	0	0	0	3	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0
denovo1412	1	0	0	0	1	0	3	0	0	2	3	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	2
denovo1153	1	0	1	2	0	0	0	0	0	0	2	3	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5
denovo1334	0	3	0	0	0	0	0	0	0	0	1	3	3	1	0	1	0	0	2	2	1	0	1	1	0	1	0	0	0	0
denovo1924	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	5	3	0	2	0	4	1	0	0	0	0
denovo509	0	5	0	0	0	0	0	0	4	0	0	2	1	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
denovo1150	0	5	0	0	0	0	3	0	1	0	0	4	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo976	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	1	2	1	1	3	0	1	0	1	1	2
denovo666	0	0	0	6	2	0	1	0	0	0	4	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1845	0	0	0	0	2	1	6	0	0	0	0	3	0	0	1	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0
denovo661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2	0	3	0	2	3	0	0	0	0
denovo700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	6	0	0	0	0	0
denovo506	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	5	1	2	2	0	0	0	0	1	3	0
denovo804	1	1	0	1	2	0	2	0	1	0	6	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo776	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	5	1	0	0	0	2	1	0	0	0	0
denovo522	0	4	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
denovo1054	0	2	0	0	1	0	1	1	0	0	1	2	5	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo946	0	1	0	2	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	3	3	0
denovo1589	0	1	0	0	3	1	1	0	1	0	0	7	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1010	5	0	3	0	2	0	1	0	0	1	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	1	1	3	0	0	0	0
denovo901	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	2	3	1	0	0	0	4	0	1	0	0	2	0
denovo1709	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	9	0	3	1	0	0	0	0	0	0	0	1	0	0	0
denovo1881	0	3	1	0	3	0	1	0	0	1	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1789	1	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	4	1	0	2
denovo879	0	1	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	0	1	2	0	1	1	0	5
denovo1139	0	0	2	2	0	5	0	0	0	1	3	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo671	0	0	0	2	0	1	0	0	0	0	3	0	0	2	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
denovo827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	2	1	0	1	1	1	4	0	0	0
denovo1083	3	0	0	0	1	3	0	0	0	0	6	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denovo1059	0	1	1	2	1	0	1	0	0	0	3	0	1	0	0	3	0	3	1	1	0	0	0	0	0	0	0	0	0	1
denovo687	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0
denovo808	0	0	0	0	0	1	2	0	7	0	0	1	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1200	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	1	0	0	0	0	2	0	0	0	0	1	10	0
denovo1095	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	2	4	1	1	1	2	1	0	1	0	2
denovo475	2	0	0	1	1	2	0	2	0	0	4	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0
denovo493	3	0	2	1	0	1	3	0	0	1	1	0	1	0	0	0	0	2	0	0	0	1	0	1	1	1	0	0	0	0
denovo1352	0	5	1	0	0	1	2	0	2	0	0	1	1	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	3	0	0	0	0	0
denovo1445	2	0	3	0	2	2	5	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo840	1	0	0	0	0	1	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	4	1	0
denovo899	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	3	2	1	0	0	2	2
denovo865	1	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	10
denovo1229	0	2	0	0	0	3	0	0	1	0	0	3	0	1	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0
denovo959	1	0	2	2	2	3	0	0	0	0	1	0	2	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0
denovo1448	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	5	1	2	0	0	0	1	0	1	0	0	0
denovo1567	1	0	5	4	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo910	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	4
denovo298	0	0	2	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	5	2	0
denovo621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	2	0	5	2	0	0	0	0
denovo1456	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	4	4	1	0	0	1	0	0	0	0	0
denovo1277	5	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0
denovo1011	3	0	0	2	0	4	1	1	0	1	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo766	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	2	0	0	7	0
denovo1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	3	4	1	2	0	0	1	0
denovo1252	2	0	1	4	1	3	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0
denovo646	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	2	0	0	0	3	0	0	2	2	2
denovo1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	4	9	0	0
denovo556	2	3	1	0	0	0	0	0	3	0	0	2	0	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1287	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	5	0	4	0	0	0	1	0	0	0	0	0	3	0	0
denovo1322	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	1	0	7	0	0	1	0	0	2	0	2	0
denovo626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	1	1	2	3	3
denovo2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	10	0	2	0	0	0
denovo1497	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	1	3	1	5
denovo1015	0	1	1	0	0	0	0	0	0	0	0	12	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo715	5	1	2	2	0	2	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
denovo1446	3	0	0	0	0	0	5	0	1	0	0	3	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
denovo1765	0	3	0	1	1	0	0	0	1	1	0	6	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	1	0	1	1	0	0	2	1	4
denovo843	2	1	2	0	5	2	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	3	0	0	4	0	0	0	0
denovo1842	0	0	6	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	2
denovo1458	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	1	1	0	0	1	5	1	0	1	0	0	0
denovo984	3	0	0	0	3	0	0	0	1	0	1	1	0	5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
denovo1263	1	1	0	4	0	0	0	0	1	0	0	0	1	0	0	3	0	3	2	1	0	0	1	0	0	0	0	0	0	0
denovo1081	2	0	2	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7	0	0
denovo1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	2	0	0	0	0	0
denovo1815	0	3	0	0	0	0	0	0	2	0	0	5	4	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
denovo1201	1	0	1	1	0	0	0	0	0	0	0	7	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
denovo825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	3	0	0	7	0	0	0	0
denovo549	0	0	0	3	0	0	0	0	0	0	1	3	0	0	1	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0
denovo1513	1	0	2	2	3	3	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1012	1	0	7	0	2	1	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1768	0	1	0	0	0	0	0	0	2	0	0	2	1	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	1	0
denovo636	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	4	0	0	0	0	0	0	1	0
denovo856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	1	0	2	0	0	0	0
denovo1691	1	1	0	0	0	0	0	0	0	0	1	8	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0
denovo1721	0	2	0	0	0	1	1	0	0	0	1	4	1	0	0	1	0	2	0	2	0	0	1	0	0	0	0	0	1	0
denovo1601	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	12	0
denovo1217	2	0	6	0	0	5	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
denovo1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	3	2	2	1	0	0	4
denovo818	3	0	0	0	0	1	2	0	0	0	3	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
